total KP 
5116
x,y,time[s]
0.826006,0.558659,0.049332
0.843096,0.585443,0.052562
0.836484,0.549906,0.020070
0.795362,0.546896,0.053061
0.556176,0.647869,0.012053
0.672174,0.622843,0.049257
0.782427,0.562244,0.063726
0.581858,0.547009,0.063405
0.825548,0.576740,0.064452
0.829876,0.584728,0.073095
0.804969,0.587500,0.051544
0.542194,0.548902,0.053657
0.820130,0.577940,0.055105
0.832134,0.576372,0.072335
0.827284,0.579012,0.004467
0.823192,0.583524,0.012395
0.507979,0.665060,0.044902
0.814189,0.590402,0.057747
0.806483,0.584216,0.048569
0.686971,0.577047,0.052703
0.469413,0.676851,0.065572
0.772727,0.577236,0.050094
0.820926,0.577621,0.057923
0.835282,0.595745,0.061067
0.595899,0.695853,0.063196
0.546973,0.565476,0.063713
0.546265,0.607069,0.062434
0.652941,0.262741,0.047525
0.703890,0.562130,0.052398
0.816352,0.589681,0.054358
0.544768,0.571283,0.079930
0.435556,0.813131,0.058873
0.734043,0.725287,0.045157
0.581509,0.592506,0.061454
0.799685,0.629516,0.000832
0.821330,0.585165,0.048858
0.687850,0.646320,0.069859
0.766191,0.611051,0.043819
0.689546,0.600802,0.048151
0.543986,0.657191,0.038984
0.550288,0.564087,0.053107
0.541766,0.571266,0.069140
0.618861,0.605966,0.003946
0.591083,0.604396,0.045469
0.715886,0.563798,0.058484
0.721023,0.585682,0.058828
0.718115,0.571939,0.053164
0.777597,0.356911,0.004872
0.838086,0.604273,0.052978
0.837649,0.585317,0.053201
0.813017,0.600616,0.069743
0.590832,0.463934,0.001126
0.818016,0.571813,0.008551
0.408333,0.410172,0.059258
0.814469,0.578035,0.061372
0.843979,0.597725,0.079312
0.817178,0.597324,0.060683
0.531120,0.509524,0.065270
0.555556,0.541023,0.049221
0.809697,0.605418,0.049164
0.820418,0.590743,0.051256
0.814516,0.570565,0.054109
0.619731,0.468198,0.055946
0.763184,0.570741,0.057849
0.562112,0.553421,0.058726
0.831923,0.589461,0.060932
0.563863,0.597923,0.063518
0.545077,0.542614,0.044403
0.666667,0.592105,0.052472
0.767405,0.590343,0.053582
0.460497,0.575258,0.054767
0.762901,0.617117,0.065904
0.829861,0.604733,0.004696
0.797235,0.569659,0.073710
0.736568,0.594010,0.056750
0.743781,0.593261,0.062164
0.604552,0.410428,0.072346
0.783191,0.599520,0.049484
0.271284,0.320755,0.050035
0.838272,0.571956,0.063190
0.818675,0.588621,0.074119
0.439748,0.497466,0.041277
0.715550,0.579853,0.053797
0.638327,0.761528,0.061934
0.690323,0.604255,0.075474
0.809647,0.571429,0.044952
0.811753,0.576424,0.051335
0.548632,0.551873,0.067650
0.831354,0.595719,0.052948
0.520219,0.651163,0.053068
0.773707,0.580508,0.065173
0.803051,0.585635,0.049867
0.777500,0.596880,0.054736
0.795148,0.575758,0.061365
0.839587,0.589767,0.058825
0.784857,0.319266,0.043064
0.562650,0.666419,0.054495
0.847580,0.572623,0.073277
0.812644,0.565928,0.001846
0.571734,0.559512,0.049897
0.816489,0.581989,0.054470
0.822397,0.559896,0.055437
0.804069,0.594709,0.068317
0.830080,0.600000,0.054043
0.548189,0.625959,0.078742
0.810748,0.560185,0.071035
0.551804,0.562988,0.004629
0.536534,0.576699,0.047497
0.719298,0.610677,0.061442
0.750603,0.591994,0.062323
0.846154,0.587125,0.049628
0.528405,0.541775,0.062412
0.580569,0.611872,0.077005
0.752475,0.585434,0.048089
0.710551,0.582063,0.052725
0.816921,0.580056,0.005046
0.556791,0.621257,0.054149
0.756173,0.576284,0.070314
0.525609,0.566828,0.044568
0.852721,0.575956,0.049414
0.788863,0.606107,0.067110
0.675291,0.300621,0.078160
0.572207,0.558344,0.000115
0.811828,0.606661,0.049416
0.796417,0.625099,0.051928
0.708907,0.562413,0.052055
0.564060,0.564800,0.065804
0.490403,0.301732,0.078655
0.600910,0.593220,0.004810
0.841860,0.588940,0.051706
0.790287,0.586354,0.053903
0.484878,0.682796,0.043793
0.700704,0.575928,0.045682
0.844184,0.569620,0.064849
0.827930,0.585000,0.054725
0.816170,0.599500,0.061644
0.796325,0.580745,0.004447
0.833775,0.579268,0.050471
0.812121,0.552600,0.058535
0.371640,0.488760,0.069268
0.716925,0.549716,0.045578
0.554878,0.546865,0.072622
0.773438,0.530928,0.044007
0.810645,0.615385,0.055691
0.794989,0.622172,0.058046
0.827937,0.586837,0.059988
0.513889,0.408269,0.071946
0.391000,0.330116,0.057272
0.822261,0.563839,0.061400
0.746698,0.610606,0.006532
0.451505,0.308176,0.041754
0.764007,0.285240,0.042097
0.652763,0.249491,0.044882
0.783347,0.578577,0.065804
0.803343,0.582341,0.049889
0.840445,0.584428,0.059971
0.335025,0.795114,0.006059
0.798450,0.566553,0.060693
0.750716,0.562098,0.063993
0.816462,0.556604,0.067181
0.484940,0.530239,0.054763
0.464817,0.615529,0.068480
0.447018,0.391363,0.028137
0.817963,0.584198,0.058636
0.738532,0.615213,0.064637
0.484155,0.600162,0.041069
0.664193,0.605659,0.050989
0.407566,0.327633,0.058356
0.513769,0.712050,0.065807
0.833132,0.593861,0.059782
0.829511,0.591000,0.004153
0.468447,0.661608,0.053212
0.815126,0.563766,0.076316
0.339925,0.601986,0.054463
0.819517,0.598958,0.056999
0.726651,0.564234,0.058541
0.811933,0.594034,0.003130
0.830189,0.573497,0.062315
0.801418,0.587685,0.054447
0.835985,0.548826,0.058133
0.422934,0.358304,0.042349
0.479290,0.525140,0.043749
0.767061,0.567231,0.057001
0.818182,0.574468,0.054888
0.837321,0.568047,0.052226
0.813810,0.580882,0.053553
0.548101,0.615475,0.063679
0.832487,0.574194,0.079017
0.308642,0.725000,0.046170
0.516887,0.540690,0.049007
0.672340,0.594066,0.049557
0.834371,0.567839,0.058870
0.819372,0.614518,0.067837
0.803175,0.568979,0.002098
0.800303,0.601208,0.070702
0.796178,0.421671,0.046270
0.500861,0.667732,0.048514
0.774892,0.577969,0.049369
0.394495,0.507026,0.064055
0.512091,0.653533,0.053198
0.538903,0.603155,0.049542
0.794606,0.457944,0.051081
0.807512,0.584019,0.054866
0.598802,0.528190,0.054536
0.815364,0.590361,0.059213
0.800493,0.589431,0.059650
0.682152,0.799542,0.053499
0.829356,0.576694,0.065399
0.718802,0.595469,0.046328
0.717259,0.571782,0.050070
0.829596,0.596087,0.056812
0.820296,0.577595,0.064303
0.837429,0.555345,0.068916
0.324059,0.389857,0.041920
0.831541,0.574941,0.070687
0.717058,0.299901,0.044768
0.806630,0.565352,0.050538
0.792056,0.277650,0.056043
0.735152,0.557662,0.001513
0.566705,0.464444,0.051331
0.805851,0.573684,0.064855
0.798354,0.589344,0.061939
0.829762,0.578947,0.072704
0.824324,0.611264,0.003646
0.785714,0.586476,0.047656
0.831325,0.567540,0.050938
0.758264,0.570408,0.056530
0.574447,0.587287,0.074476
0.564327,0.743636,0.057233
0.814880,0.575306,0.059589
0.813953,0.587487,0.053040
0.425276,0.572797,0.064178
0.835411,0.571605,0.067994
0.832941,0.603774,0.003879
0.546392,0.589109,0.045271
0.550378,0.597050,0.066665
0.423564,0.308837,0.053318
0.829427,0.561449,0.062449
0.558751,0.576324,0.076964
0.516184,0.217391,0.036184
0.593097,0.578207,0.043575
0.800875,0.610043,0.051319
0.837019,0.580619,0.071190
0.739487,0.571709,0.060400
0.573696,0.561598,0.047571
0.640625,0.556719,0.053782
0.803015,0.300876,0.008276
0.400615,0.173713,0.055219
0.545594,0.586783,0.063823
0.804264,0.601338,0.072921
0.530414,0.589623,0.044675
0.829519,0.569663,0.070228
0.602257,0.580645,0.003211
0.631799,0.564103,0.011569
0.813953,0.584211,0.049313
0.735317,0.555724,0.050834
0.824306,0.561680,0.052533
0.726685,0.590222,0.055048
0.830655,0.558786,0.048961
0.450253,0.713139,0.057186
0.568642,0.363380,0.053053
0.532316,0.677824,0.075795
0.688728,0.586614,0.052181
0.532704,0.621859,0.055024
0.809399,0.593995,0.078830
0.597811,0.597436,0.069981
0.723378,0.625891,0.047360
0.709251,0.626993,0.070024
0.817734,0.576355,0.001746
0.763211,0.730049,0.010656
0.739479,0.580340,0.049888
0.712360,0.589725,0.047312
0.796296,0.583117,0.048818
0.543313,0.590164,0.048890
0.802938,0.634940,0.051266
0.597774,0.636090,0.060030
0.490146,0.530513,0.042963
0.810507,0.576779,0.014311
0.763636,0.588131,0.058043
0.831116,0.572428,0.002414
0.826037,0.582668,0.050158
0.810024,0.582935,0.052140
0.542835,0.262406,0.058292
0.808642,0.566253,0.059068
0.679487,0.577661,0.061971
0.273492,0.466574,0.056469
0.827855,0.575784,0.020128
0.784345,0.589540,0.058943
0.724614,0.586836,0.050401
0.830713,0.580882,0.005110
0.565598,0.599174,0.071594
0.841506,0.558430,0.051096
0.539894,0.654229,0.002285
0.829949,0.567222,0.050066
0.769520,0.595434,0.052349
0.810842,0.580645,0.075061
0.679570,0.575549,0.057620
0.812349,0.599282,0.048807
0.563677,0.628287,0.056650
0.556159,0.475196,0.060861
0.550940,0.581852,0.068779
0.645658,0.682895,0.056802
0.578726,0.634437,0.066394
0.418283,0.811297,0.040256
0.817680,0.570961,0.050118
0.565994,0.584570,0.059012
0.552017,0.596089,0.048684
0.805031,0.609606,0.050762
0.812300,0.590731,0.075625
0.806897,0.590948,0.048656
0.754339,0.592640,0.058527
0.614900,0.729757,0.002581
0.630033,0.564901,0.008805
0.812281,0.599827,0.052436
0.530506,0.540334,0.056163
0.794168,0.604496,0.075131
0.793956,0.588391,0.002885
0.629526,0.367847,0.039172
0.580968,0.223077,0.050515
0.721805,0.561347,0.050771
0.800808,0.581028,0.056450
0.815993,0.552472,0.062430
0.704361,0.610992,0.048796
0.832472,0.584964,0.050237
0.817318,0.559915,0.060064
0.821118,0.609280,0.001782
0.716429,0.568768,0.058953
0.546429,0.599553,0.065133
0.450301,0.233824,0.066822
0.836923,0.570833,0.067178
0.589590,0.433084,0.039326
0.811127,0.574184,0.055105
0.817505,0.555556,0.059478
0.812766,0.601955,0.065183
0.837022,0.601399,0.003205
0.837515,0.608595,0.060001
0.794562,0.668155,0.068634
0.744444,0.562842,0.073797
0.624752,0.584046,0.054533
0.583394,0.586986,0.075775
0.592199,0.334868,0.050647
0.480328,0.616085,0.051384
0.836918,0.572851,0.060122
0.333982,0.280669,0.051079
0.673347,0.398570,0.065496
0.532407,0.370453,0.038763
0.562396,0.560000,0.002520
0.836401,0.571865,0.052264
0.816156,0.555556,0.054698
0.813910,0.594796,0.055303
0.579396,0.565926,0.000349
0.676404,0.582265,0.041001
0.371669,0.411765,0.002229
0.839840,0.566802,0.051494
0.606244,0.609756,0.057129
0.808396,0.611171,0.074421
0.520043,0.540289,0.046434
0.541199,0.589398,0.059756
0.640182,0.721693,0.061465
0.845938,0.561682,0.055697
0.696367,0.574803,0.001144
0.631902,0.577086,0.002435
0.577657,0.676068,0.044999
0.629310,0.666667,0.050610
0.708882,0.738224,0.052230
0.818455,0.595166,0.072326
0.726597,0.660870,0.027591
0.592941,0.586057,0.067831
0.811282,0.585930,0.055196
0.769231,0.580420,0.060901
0.834154,0.567457,0.072074
0.846371,0.590304,0.072456
0.817300,0.566400,0.052539
0.809328,0.572614,0.058453
0.523346,0.530612,0.062571
0.756614,0.561290,0.059306
0.815896,0.577608,0.068593
0.551425,0.420048,0.079194
0.838137,0.570321,0.071733
0.816327,0.570238,0.077680
0.527719,0.588000,0.044564
0.594895,0.371917,0.046457
0.834983,0.564324,0.057389
0.560031,0.616469,0.068564
0.573545,0.651093,0.048847
0.584906,0.701883,0.057799
0.564240,0.531828,0.049761
0.816589,0.589120,0.069598
0.823467,0.607984,0.053042
0.721229,0.600413,0.054345
0.799799,0.666995,0.077665
0.828059,0.588735,0.056237
0.325926,0.294574,0.059337
0.824912,0.585366,0.000323
0.692890,0.623907,0.019958
0.812605,0.576795,0.046092
0.809877,0.503038,0.055992
0.687790,0.586053,0.048243
0.804511,0.595588,0.050988
0.555556,0.583133,0.059112
0.582586,0.559113,0.052309
0.464801,0.228621,0.050232
0.848776,0.568320,0.073266
0.606883,0.641188,0.001698
0.820969,0.567961,0.008012
0.583245,0.580777,0.043635
0.719626,0.567749,0.062786
0.820000,0.568586,0.066139
0.559754,0.588962,0.060726
0.796778,0.584352,0.065892
0.823529,0.581137,0.072239
0.557155,0.260552,0.073457
0.831494,0.560241,0.053524
0.741520,0.617381,0.045561
0.823529,0.586483,0.054493
0.550473,0.548291,0.055835
0.554217,0.323256,0.045387
0.830508,0.555924,0.054706
0.814745,0.579439,0.056742
0.617978,0.612354,0.016858
0.579148,0.585153,0.053333
0.666978,0.602812,0.048661
0.606017,0.465278,0.035600
0.611529,0.566502,0.046462
0.807252,0.597690,0.054847
0.591285,0.543759,0.045777
0.545226,0.579073,0.049004
0.789644,0.560778,0.049451
0.810664,0.566304,0.055886
0.286738,0.329775,0.011652
0.753086,0.486279,0.046686
0.818742,0.577993,0.056090
0.828283,0.568556,0.067959
0.557751,0.542029,0.045523
0.831683,0.592233,0.051615
0.565441,0.608175,0.059207
0.836825,0.593164,0.064429
0.813172,0.597094,0.076883
0.704619,0.699060,0.018601
0.809826,0.583268,0.050425
0.809019,0.594920,0.060752
0.548928,0.643728,0.070105
0.597254,0.597403,0.054789
0.537285,0.499102,0.049305
0.812354,0.634174,0.049577
0.812739,0.588387,0.053947
0.569767,0.550950,0.065045
0.841104,0.563098,0.068397
0.819113,0.540449,0.058708
0.817058,0.584352,0.000276
0.584331,0.540314,0.000950
0.493289,0.436393,0.046799
0.837165,0.583012,0.051930
0.818094,0.582857,0.055978
0.542013,0.644024,0.052331
0.829091,0.582126,0.003687
0.775683,0.566575,0.009366
0.534667,0.277851,0.045838
0.520776,0.560724,0.050525
0.532609,0.579832,0.059145
0.812880,0.589436,0.062648
0.467871,0.510397,0.078484
0.475096,0.688525,0.049410
0.795714,0.590973,0.055073
0.807692,0.565854,0.073504
0.558849,0.560166,0.075110
0.527603,0.647675,0.065547
0.618785,0.213848,0.047599
0.593992,0.534208,0.071358
0.851211,0.552204,0.052895
0.829508,0.561674,0.063109
0.831557,0.587540,0.053789
0.848178,0.571280,0.055260
0.811458,0.569072,0.059689
0.817647,0.588676,0.060074
0.553262,0.594663,0.071363
0.829897,0.583333,0.076250
0.512575,0.810538,0.043829
0.659068,0.471483,0.055596
0.815190,0.573791,0.079277
0.537627,0.517337,0.079968
0.543578,0.631148,0.051790
0.728125,0.612687,0.061826
0.816803,0.570104,0.044488
0.822102,0.563758,0.015485
0.542072,0.548740,0.035615
0.817967,0.584706,0.058100
0.780467,0.587654,0.046095
0.525245,0.584493,0.049082
0.815217,0.576288,0.050729
0.810847,0.597625,0.048909
0.740741,0.358641,0.051231
0.557751,0.607015,0.053347
0.819883,0.579559,0.058090
0.819687,0.586679,0.069735
0.580556,0.615283,0.073155
0.837728,0.560496,0.005264
0.820312,0.579241,0.050897
0.815789,0.592208,0.062503
0.716828,0.565079,0.074463
0.766105,0.565929,0.046974
0.820214,0.558006,0.057733
0.776972,0.791594,0.062972
0.695767,0.220532,0.069020
0.818182,0.599732,0.051083
0.752608,0.602322,0.053249
0.572056,0.567090,0.075427
0.814935,0.559395,0.078115
0.742067,0.615265,0.078139
0.831912,0.598795,0.061863
0.746457,0.574615,0.049978
0.586416,0.575175,0.072312
0.580000,0.579515,0.077171
0.823404,0.595059,0.047936
0.814879,0.587052,0.049988
0.800971,0.603995,0.058088
0.582494,0.577599,0.070275
0.583855,0.635153,0.005974
0.805333,0.572305,0.056725
0.296000,0.655675,0.057258
0.829268,0.590680,0.059007
0.685979,0.573144,0.074135
0.645639,0.577496,0.000386
0.835503,0.590692,0.049281
0.517301,0.546493,0.056773
0.833174,0.590559,0.070074
0.528097,0.591667,0.050930
0.562319,0.578019,0.056686
0.720651,0.576569,0.056873
0.809659,0.594595,0.067701
0.336815,0.500000,0.047593
0.668824,0.221538,0.048246
0.830638,0.583263,0.066160
0.698994,0.568668,0.009546
0.736318,0.588178,0.045751
0.567410,0.587079,0.065462
0.820513,0.594203,0.000427
0.586047,0.604106,0.002668
0.774436,0.615611,0.044179
0.565089,0.424855,0.064734
0.572856,0.614343,0.074049
0.763636,0.579284,0.044200
0.368900,0.597179,0.058086
0.425363,0.565872,0.042380
0.544843,0.570964,0.055115
0.841044,0.591981,0.050974
0.825503,0.573789,0.055286
0.827822,0.562500,0.078471
0.547807,0.708940,0.066982
0.350365,0.617421,0.050362
0.574713,0.174321,0.077892
0.722411,0.764419,0.038306
0.819073,0.570919,0.050158
0.802367,0.606025,0.050212
0.580262,0.658427,0.068028
0.742729,0.575867,0.073429
0.299890,0.468988,0.054661
0.535256,0.572428,0.057360
0.831923,0.571429,0.058510
0.738325,0.561188,0.048277
0.810981,0.606572,0.047781
0.754647,0.595978,0.057403
0.838272,0.569667,0.079093
0.834073,0.604348,0.050528
0.546742,0.663239,0.065203
0.529703,0.582659,0.057191
0.787944,0.560261,0.062554
0.599034,0.559902,0.054212
0.548660,0.589417,0.052867
0.762376,0.556338,0.064937
0.785650,0.574429,0.052442
0.785600,0.604269,0.052866
0.815848,0.554825,0.069829
0.763969,0.573044,0.055390
0.527881,0.604955,0.062304
0.533502,0.563766,0.047719
0.808091,0.610592,0.052411
0.550534,0.593050,0.059420
0.807437,0.609211,0.063213
0.819073,0.592625,0.077366
0.823163,0.599016,0.049094
0.825776,0.616801,0.051319
0.803340,0.593779,0.053824
0.666403,0.725758,0.018266
0.518786,0.562992,0.058455
0.830311,0.585000,0.059600
0.839450,0.582176,0.049981
0.821606,0.589372,0.052369
0.708651,0.594059,0.054208
0.790650,0.609562,0.045780
0.758689,0.595989,0.056489
0.747582,0.597734,0.073130
0.532000,0.583969,0.044344
0.575441,0.618361,0.054473
0.679024,0.571552,0.061464
0.347222,0.232423,0.001469
0.797195,0.587027,0.049204
0.831683,0.580368,0.055106
0.829586,0.570082,0.061368
0.821208,0.592186,0.070246
0.813248,0.588188,0.074858
0.635424,0.378551,0.046162
0.818299,0.574904,0.054234
0.821970,0.573062,0.055563
0.795268,0.299290,0.065737
0.758876,0.628040,0.067997
0.823529,0.605199,0.069836
0.829109,0.567678,0.076442
0.595083,0.597804,0.001136
0.835280,0.601626,0.058360
0.670315,0.543450,0.065015
0.419981,0.309187,0.047180
0.814516,0.572751,0.049591
0.304622,0.613821,0.041422
0.821637,0.581888,0.060188
0.836663,0.581669,0.064488
0.620623,0.684701,0.073079
0.813825,0.604758,0.056444
0.381201,0.457649,0.057994
0.790960,0.496644,0.068443
0.821164,0.578548,0.014677
0.538084,0.647727,0.050526
0.845199,0.583333,0.061756
0.812115,0.527348,0.068555
0.665702,0.656889,0.076279
0.419540,0.709556,0.037884
0.744332,0.572650,0.047812
0.795640,0.315603,0.055961
0.768575,0.583333,0.075130
0.560078,0.743935,0.004002
0.753864,0.344009,0.047979
0.553695,0.572222,0.048546
0.781058,0.620525,0.067073
0.703704,0.577055,0.050863
0.677134,0.245696,0.057138
0.557856,0.630610,0.063816
0.816645,0.574386,0.055962
0.823588,0.582840,0.057762
0.818478,0.570185,0.078596
0.729219,0.587302,0.051949
0.536735,0.552894,0.048478
0.700531,0.602750,0.049424
0.539208,0.461925,0.073009
0.333333,0.677725,0.041339
0.556907,0.586811,0.053766
0.813830,0.561917,0.055142
0.566699,0.570637,0.077394
0.589147,0.659016,0.052133
0.775168,0.298841,0.045886
0.807656,0.552558,0.048705
0.529010,0.560000,0.050423
0.818308,0.584828,0.054705
0.418545,0.594595,0.055419
0.808392,0.572464,0.075165
0.337305,0.176573,0.054387
0.752992,0.561235,0.050866
0.821606,0.582428,0.078470
0.597865,0.227431,0.046477
0.818280,0.571429,0.058648
0.421991,0.397703,0.048126
0.803321,0.554140,0.054298
0.641189,0.563841,0.053320
0.812741,0.600208,0.057936
0.659822,0.394199,0.046831
0.806306,0.594475,0.049104
0.813123,0.592531,0.050213
0.709091,0.575812,0.050628
0.816211,0.577904,0.053731
0.823916,0.558981,0.053900
0.774347,0.562355,0.058191
0.819870,0.566108,0.068236
0.809584,0.589581,0.076868
0.549525,0.612532,0.060755
0.704569,0.580138,0.068490
0.595652,0.437229,0.051863
0.807584,0.568741,0.052166
0.827497,0.572360,0.053124
0.832071,0.570694,0.054316
0.712177,0.603995,0.071585
0.549900,0.565176,0.052162
0.831486,0.568715,0.058197
0.707668,0.582113,0.071819
0.735171,0.564648,0.078658
0.573383,0.291616,0.043555
0.565306,0.780899,0.000478
0.816609,0.593891,0.053784
0.822245,0.574619,0.062320
0.621321,0.454125,0.071291
0.567925,0.541593,0.063780
0.828810,0.558763,0.002362
0.573846,0.428356,0.046014
0.475738,0.370031,0.052493
0.835246,0.567810,0.058669
0.535639,0.573111,0.065491
0.812680,0.567748,0.071194
0.360176,0.627304,0.069501
0.824595,0.584291,0.012900
0.613333,0.659898,0.010624
0.548177,0.557500,0.075424
0.804565,0.606443,0.048489
0.578850,0.567164,0.002638
0.840517,0.607864,0.067055
0.802658,0.570423,0.052899
0.775641,0.557467,0.058687
0.823529,0.576885,0.068681
0.555210,0.623145,0.072655
0.566888,0.566974,0.077780
0.575626,0.529536,0.077912
0.461629,0.441143,0.070214
0.810900,0.574241,0.047568
0.461024,0.616935,0.049476
0.576955,0.681679,0.061126
0.553398,0.572864,0.062599
0.511811,0.812046,0.065319
0.784459,0.569091,0.047325
0.802131,0.308735,0.068090
0.826283,0.574487,0.073164
0.748141,0.560731,0.015592
0.809789,0.586319,0.059789
0.349770,0.528182,0.043379
0.756228,0.578671,0.047221
0.528481,0.598187,0.051048
0.828244,0.599232,0.051489
0.817087,0.588047,0.056231
0.831202,0.585944,0.068624
0.820352,0.572864,0.064826
0.778169,0.568261,0.003102
0.725632,0.572680,0.052937
0.421892,0.772814,0.078293
0.837161,0.588854,0.004344
0.815929,0.582379,0.004381
0.708155,0.612500,0.054779
0.396158,0.473441,0.059436
0.845272,0.572097,0.070765
0.585821,0.588129,0.076049
0.610738,0.561516,0.013946
0.829880,0.566381,0.061239
0.823457,0.587730,0.000442
0.825063,0.585366,0.050100
0.813392,0.586667,0.054901
0.242525,0.304396,0.055524
0.837379,0.597826,0.063369
0.741362,0.567698,0.002355
0.541528,0.553398,0.055322
0.753004,0.304348,0.057196
0.827220,0.609152,0.070693
0.760350,0.580967,0.073921
0.818930,0.608206,0.055154
0.510975,0.811275,0.079813
0.824640,0.573756,0.066729
0.590033,0.588161,0.073640
0.342383,0.544727,0.055281
0.813984,0.565617,0.059721
0.812500,0.574675,0.074274
0.573413,0.594458,0.056201
0.546931,0.594388,0.049087
0.707278,0.572519,0.049534
0.818811,0.562849,0.074107
0.754048,0.738235,0.044817
0.808140,0.586357,0.002954
0.699647,0.604377,0.070905
0.782559,0.615807,0.048918
0.829865,0.586002,0.065531
0.516028,0.441481,0.057825
0.814741,0.583741,0.049040
0.453099,0.345512,0.050609
0.594660,0.584147,0.057061
0.579710,0.635616,0.062788
0.791878,0.571066,0.049653
0.739599,0.701299,0.059067
0.361386,0.416465,0.066486
0.687151,0.561170,0.072124
0.821522,0.584211,0.051994
0.809636,0.582054,0.054959
0.753600,0.597464,0.045564
0.716307,0.553802,0.061135
0.770358,0.527157,0.007191
0.721913,0.555917,0.056346
0.818908,0.586842,0.050687
0.790654,0.312274,0.051112
0.470677,0.340303,0.050439
0.736156,0.595313,0.057284
0.833663,0.567780,0.056977
0.439474,0.363636,0.077517
0.835732,0.563032,0.007852
0.786385,0.579559,0.054506
0.584211,0.597682,0.066824
0.832298,0.582619,0.000895
0.809458,0.586538,0.014294
0.826907,0.585750,0.052027
0.723491,0.618327,0.062598
0.546314,0.578292,0.069636
0.721439,0.559859,0.057734
0.813288,0.602076,0.074350
0.631047,0.659530,0.003845
0.797484,0.582278,0.055537
0.723370,0.562888,0.056961
0.844125,0.586619,0.062395
0.811548,0.591270,0.063352
0.531064,0.524577,0.046145
0.831050,0.600000,0.049850
0.674365,0.602972,0.074026
0.835676,0.584682,0.006807
0.614708,0.301711,0.042006
0.536410,0.608666,0.043583
0.589412,0.632236,0.047915
0.404509,0.219298,0.057678
0.844444,0.593679,0.071567
0.739464,0.562546,0.047744
0.806167,0.585014,0.048354
0.818951,0.595925,0.050926
0.802731,0.595385,0.052258
0.847893,0.590956,0.001337
0.802228,0.603329,0.005026
0.774102,0.590783,0.052997
0.701847,0.604563,0.056300
0.835294,0.573262,0.070091
0.577649,0.683060,0.074457
0.607407,0.608696,0.071123
0.552083,0.579602,0.074922
0.552253,0.590868,0.048263
0.475515,0.372684,0.048690
0.546196,0.607417,0.050062
0.464115,0.550173,0.056899
0.712169,0.738602,0.059537
0.817633,0.578199,0.051628
0.585752,0.506410,0.053547
0.838959,0.565966,0.064149
0.810016,0.569170,0.065449
0.577197,0.586399,0.058189
0.828959,0.588398,0.073124
0.805298,0.598997,0.075093
0.712012,0.607735,0.051151
0.830939,0.587004,0.054678
0.549780,0.588087,0.068727
0.678006,0.692593,0.048280
0.609541,0.613523,0.048350
0.837054,0.578002,0.052479
0.677395,0.618260,0.064954
0.829151,0.569632,0.065484
0.378531,0.423497,0.037370
0.544889,0.584746,0.058418
0.801258,0.546780,0.077927
0.831671,0.569116,0.048778
0.646274,0.818088,0.049648
0.788571,0.705470,0.056419
0.792683,0.590319,0.044883
0.818609,0.574906,0.059253
0.802097,0.591083,0.050984
0.823793,0.580388,0.052193
0.816645,0.637997,0.052942
0.685415,0.201650,0.061237
0.796380,0.615274,0.049050
0.832046,0.572797,0.051916
0.813321,0.573543,0.078993
0.811245,0.568942,0.049903
0.848414,0.560890,0.001864
0.550327,0.592203,0.051244
0.403194,0.550978,0.055620
0.812950,0.600000,0.058298
0.573991,0.605263,0.069504
0.263787,0.679715,0.000844
0.819712,0.589074,0.047964
0.808266,0.587429,0.048752
0.785867,0.591815,0.049641
0.628070,0.760331,0.058439
0.518018,0.568376,0.060717
0.836170,0.561366,0.048479
0.531387,0.340720,0.054180
0.817757,0.586651,0.078885
0.559024,0.552288,0.064279
0.718153,0.576577,0.054969
0.829606,0.586724,0.052851
0.759861,0.621896,0.046385
0.777465,0.318428,0.048136
0.598980,0.611855,0.058965
0.817450,0.589744,0.053727
0.821903,0.596933,0.053749
0.831804,0.610376,0.006189
0.672495,0.627591,0.052037
0.820746,0.590580,0.058470
0.707415,0.581213,0.050269
0.826763,0.596939,0.051397
0.719776,0.711994,0.059156
0.806909,0.582024,0.061630
0.824009,0.600467,0.064620
0.493739,0.159110,0.049777
0.526215,0.581081,0.054526
0.548114,0.374160,0.059271
0.591855,0.743568,0.078447
0.699281,0.574150,0.053782
0.820862,0.583618,0.062362
0.808970,0.585045,0.056837
0.800162,0.611155,0.054792
0.805031,0.596330,0.059503
0.814019,0.593188,0.060002
0.807018,0.598266,0.052545
0.799087,0.600291,0.052822
0.827770,0.568627,0.057962
0.717506,0.622222,0.051259
0.572368,0.742331,0.052715
0.507692,0.729147,0.060658
0.593103,0.379562,0.078641
0.721180,0.608247,0.053795
0.544601,0.218513,0.058281
0.812921,0.572207,0.010226
0.566245,0.568581,0.074626
0.544444,0.571214,0.045428
0.816854,0.570470,0.049541
0.745000,0.730892,0.078389
0.810573,0.568116,0.065441
0.221796,0.663904,0.037412
0.725134,0.631959,0.039381
0.823925,0.579092,0.048698
0.709677,0.610315,0.053306
0.724900,0.582119,0.051413
0.843581,0.593521,0.053359
0.798271,0.583573,0.071963
0.573937,0.623003,0.073279
0.795987,0.557303,0.000395
0.696765,0.284585,0.036228
0.763321,0.566425,0.050603
0.836735,0.572957,0.054407
0.528582,0.545331,0.049270
0.803419,0.561834,0.054010
0.723776,0.572642,0.056997
0.578100,0.288889,0.071540
0.521077,0.558919,0.048837
0.814815,0.582703,0.072507
0.782389,0.577493,0.051715
0.522581,0.642127,0.059548
0.538007,0.564873,0.062890
